URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://fhir.hl7.org.uk/ValueSet/UKCore-OrganizationType,1.0.0,active,,UKCoreOrganizationType,UK Core Organization Type,"A set of codes that can be used to indicate a type of organization.","StructureDefinition/UKCore-Organization","THO,fhir.r4.ukcore.stu3.currentbuild"
